D G,"Compounds, cleaning liquid",8,NA1760,III,8,"IB3, N37, T7, TP1, TP28",154,203,241,5 L,60 L,A,40,,
D G,"Compounds, cleaning liquid",8,NA1760,I,8,"A7, B10, T14, TP2, TP27",None,201,243,0.5 L,2.5 L,B,40,,
D G,"Compounds, tree killing, liquid or Compounds, weed killing, liquid",8,NA1760,I,8,"A7, B10, T14, TP2, TP27",None,201,243,0.5 L,2.5 L,B,40,,
D G,"Compounds, tree killing, liquid or Compounds, weed killing, liquid",8,NA1760,II,8,"B2, IB2, N37, T11, TP2, TP27",154,202,242,1 L,30 L,B,40,,
D G,"Compounds, tree killing, liquid or Compounds, weed killing, liquid",8,NA1760,III,8,"IB3, N37, T7, TP1, TP28",154,203,241,5 L,60 L,A,40,,
D,"Ferrous chloride, solution",8,NA1760,II,8,"B3, IB2, T11, TP2, TP27",154,202,242,1 L,30 L,B,40,,
D,Diborane mixtures,2.1,NA1911,,2.1,5,None,302,245,Forbidden,Forbidden,D,"40, 57",,
D,"Refrigerant gases, n.o.s. or Dispersant gases, n.o.s.",2.1,NA1954,,2.1,T50,306,304,"314, 315",Forbidden,150 kg,D,40,,
D,"Organic phosphate, mixed with compressed gas or Organic phosphate compound, mixed with compressed gas or Organic phosphorus compound, mixed with compressed gas",2.3,NA1955,,2.3,3,None,334,None,Forbidden,Forbidden,D,40,,
D,"Ethane-Propane mixture, refrigerated liquid",2.1,NA1961,,2.1,"T75, TP5",None,316,"314, 315",Forbidden,Forbidden,D,40,,
D,Parathion and compressed gas mixture,2.3,NA1967,,2.3,3,None,334,245,Forbidden,Forbidden,E,40,,
D,Denatured alcohol,3,NA1987,II,3,"172, T8",150,202,242,5 L,60 L ,B.,,,
D,Denatured alcohol,3,NA1987,III,3,"172, B1, T7",150,203,242,60 L,220 L ,A.,,,
D G,"Combustible liquid, n.o.s.",Combustible liquid,NA1993,III,None,"IB3,T1, T4, TP1",150,203,241,60 L,220 L,A,,,
D G,"Compounds, cleaning liquid",3,NA1993,I,3,"T11, TP1",150,201,243,1 L,30 L,E,,,
D G,"Compounds, cleaning liquid",3,NA1993,II,3,"IB2, T7, TP1, TP8, TP28",150,202,242,5 L,60 L,B,,,
D G,"Compounds, cleaning liquid",3,NA1993,III,3,"B1, B52, IB3, T4, TP1, TP29",150,203,242,60 L,220 L,A,,,
D G,"Compounds, tree killing, liquid or Compounds, weed killing, liquid",3,NA1993,II,3,"IB2, T7, TP1, TP8, TP28",150,202,242,5 L,60 L,B,,,
D G,"Compounds, tree killing, liquid or Compounds, weed killing, liquid",3,NA1993,I,3,"T11, TP1",150,201,243,1 L,30 L,E,,,
D G,"Compounds, tree killing, liquid or Compounds, weed killing, liquid",3,NA1993,III,3,"B1, B52, IB3, T4, TP1, TP29",150,203,242,60 L,220 L,A,,,
D,Diesel fuel,3,NA1993,III,None,"144, B1, IB3, T4, TP1, TP29",150,203,242,60 L,220 L,A,,,
D,"Fuel oil (No. 1, 2, 4, 5, or 6)",3,NA1993,III,3,"144, B1, IB3, T4, TP1, TP29",150,203,242,60 L,220 L,A,,,
D,"Asphalt, at or above its flash point",3,NA1999,III,3,"IB3, T1, TP3",150,203,247,Forbidden,Forbidden,D,,,
D,Asbestos,9,NA2212,III,9,"156, IB8, IP2, IP4",155,216,240,200 kg,200 kg,A,"34, 40",,
D,"Sulfur, molten",9,NA2448,III,9,"30, IB3, T1, TP3",None,213,247,Forbidden,Forbidden,C,61,,
D,Isobutyl chloroformate,6.1,NA2742,I,"6.1, 3, 8","2, B9, B14, B32, B74, T20, TP4, TP12, TP13, TP38, TP45",None,227,244,Forbidden,Forbidden,A,"12, 13, 22, 25, 40, 48, 100",,
D,sec-Butyl chloroformate,6.1,NA2742,I,"6.1, 3, 8","2, B9, B14, B32, B74, T20, TP4, TP12, TP13, TP38, TP45",None,227,244,Forbidden,Forbidden,A,"12, 13, 22, 25, 40, 48, 100",,
D G,"Compounds, tree killing, liquid or Compounds, weed killing, liquid",6.1,NA2810,II,6.1,"IB2, T11, TP2, TP27",153,202,243,5 L,60 L,B,40,,
D G,"Compounds, tree killing, liquid or Compounds, weed killing, liquid",6.1,NA2810,III,6.1,"IB3, T7, TP1, TP28",153,203,241,60 L,220 L,A,40,,
D G,"Compounds, tree killing, liquid or Compounds, weed killing, liquid",6.1,NA2810,I,6.1,"T14, TP2, TP13, TP27",None,201,243,1 L,30 L,B,40,,
D,"Ethyl phosphonous dichloride, anhydrous pyrophoric liquid",6.1,NA2845,I,"6.1, 4.2","2, B9, B14, B32, B74, T20, TP4, TP12, TP13, TP38, TP45",None,227,244,Forbidden,Forbidden,D,18,,
D,"Methyl phosphonous dichloride, pyrophoric liquid",6.1,NA2845,I,"6.1, 4.2","2, B9, B14, B16, B32, B74, T20, TP4, TP12, TP13, TP38, TP45",None,227,244,Forbidden,Forbidden,D,18,,
D,"Ethyl phosphonothioic dichloride, anhydrous",6.1,NA2927,I,"6.1, 8","2, B9, B14, B32, B74, T20, TP4, TP12, TP13, TP38, TP45",None,227,244,Forbidden,Forbidden,D,40,,
D,Ethyl phosphorodichloridate,6.1,NA2927,I,"6.1, 8","2, B9, B14, B32, B74, T20, TP4, TP12, TP13, TP38, TP45",None,227,244,Forbidden,Forbidden,D,40,,
D G,"Hazardous waste, solid, n.o.s.",9,NA3077,III,9,"B54, IB8, IP2, T1, TP33",155,213,240,No limit,No limit,A,,,
D G,"Other regulated substances, solid, n.o.s.",9,NA3077,III,9,"B54, IB8, IP2",155,213,240,No limit,No limit,A,,,
D G,"Hazardous waste, liquid, n.o.s.",9,NA3082,III,9,"IB3, T2, TP1",155,203,241,No limit,No limit,A,,,
D G,"Other regulated substances, liquid, n.o.s.",9,NA3082,III,9,"IB3, T2, TP1",155,203,241,No limit,No limit,A,,,
D,Smokeless powder for small arms (100 pounds or less),4.1,NA3178,I,4.1,16,None,171,None,Forbidden,7.3 kg,A,,,
+ A D,"Self-defense spray, non-pressurized",9,NA3334,III,9,A37,155,203,None,No limit,No limit,A,,,
+,"Oxygen generator, chemical, spent",9,NA3356,III,9,61,None,213,None,Forbidden,Forbidden,A,,,
D,Gas identification set,2.3,NA9035,,2.3,6,None,194,None,Forbidden,Forbidden,D,,,
D,"Chlorine dioxide, hydrate, frozen",5.1,NA9191,II,"5.1, 6.1",,None,229,None,Forbidden,Forbidden,E,,,
D,"Carbon monoxide, refrigerated liquid (cryogenic liquid)",2.3,NA9202,,"2.3, 2.1","4, T75, TP5",None,316,318,Forbidden,Forbidden,D,,,
D,Methyl phosphonic dichloride,6.1,NA9206,I,"6.1, 8","2, B9, B14, B32, B74, N34, N43, T20, TP4, TP12, TP13, TP38, TP45",None,227,244,Forbidden,Forbidden,C,,,
D,"Aluminum, molten",9,NA9260,III,9,"IB3, T1, TP3",None,None,247,Forbidden,Forbidden,D,,,
D,Chloropivaloyl chloride,6.1,NA9263,I,"6.1, 8","2, B9, B14, B32, B74, T20, TP4, TP12, TP13, TP38, TP45",None,227,244,Forbidden,Forbidden,B,40,,
D,"3,5-Dichloro-2,4,6-trifluoropyridine",6.1,NA9264,I,6.1,"2, B9, B14, B32, B74, T20, TP4, TP12, TP13, TP38, TP45",None,227,244,Forbidden,Forbidden,A,40,,
D,Trimethoxysilane,6.1,NA9269,I,"6.1, 3","2, B9, B14, B32, B74, T20, TP4, TP12, TP13, TP38, TP45",None,227,244,Forbidden,Forbidden,E,40,,
,"Ammonium picrate, dry or wetted with less than 10 percent water, by mass",1.1D,UN0004,II,1.1D,,None,62,None,Forbidden,Forbidden,10,"5E, 19E",,
,"Cartridges for weapons, with bursting charge",1.1F,UN0005,II,1.1F,,None,62,None,Forbidden,Forbidden,8,,,
,"Cartridges for weapons, with bursting charge",1.1E,UN0006,II,1.1E,,None,62,None,Forbidden,Forbidden,3,,,
,"Cartridges for weapons, with bursting charge",1.2F,UN0007,II,1.2F,,None,62,None,Forbidden,Forbidden,8,,,
,"Ammunition, incendiary with or without burster, expelling charge, or propelling charge",1.2G,UN0009,II,1.2G,,,62,None,Forbidden,Forbidden,3,,,
,"Ammunition, incendiary with or without burster, expelling charge, or propelling charge",1.3G,UN0010,II,1.3G,,,62,None,Forbidden,Forbidden,3,,,
,"Cartridges for weapons, inert projectile or Cartridges, small arms",1.4S,UN0012,II,None,,63,62,None,25 kg,100 kg,5,,,
,"Cartridges for weapons, blank or Cartridges, small arms, blank",1.4S,UN0014,II,None,,63,62,None,25 kg,100 kg,5,,,
,"Ammunition, smoke with or without burster, expelling charge or propelling charge",1.2G,UN0015,II,1.2G,,,62,None,Forbidden,Forbidden,,"8E, 17E, 20E",,
,"Ammunition, smoke with or without burster, expelling charge or propelling charge",1.3G,UN0016,II,1.3G,,,62,None,Forbidden,Forbidden,,"8E, 17E, 20E",,
,"Ammunition, tear-producing with burster, expelling charge or propelling charge",1.2G,UN0018,II,"1.2G, 8, 6.1",,,62,None,Forbidden,Forbidden,,"8E, 17E, 20E",,
,"Ammunition, tear-producing with burster, expelling charge or propelling charge",1.3G,UN0019,II,"1.3G, 8, 6.1",,,62,None,Forbidden,Forbidden,,"8E, 17E, 20E",,
G,"Ammunition, toxic with burster, expelling charge, or propelling charge",1.2K,UN0020,II,"1.2K, 6.1",,,62,None,Forbidden,Forbidden,8,"8E, 14E, 15E, 17E",,
G,"Ammunition, toxic with burster, expelling charge, or propelling charge",1.3K,UN0021,II,"1.3K, 6.1",,,62,None,Forbidden,Forbidden,8,"8E, 14E, 15E, 17E",,
,"Black powder or Gunpowder, granular or as a meal",1.1D,UN0027,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,"Black powder, compressed or Gunpowder, compressed or Black powder, in pellets or Gunpowder, in pellets",1.1D,UN0028,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,"Detonators, non-electric, for blasting",1.1B,UN0029,II,1.1B,,None,62,None,Forbidden,Forbidden,11,,,
,"Detonators, electric, for blasting",1.1B,UN0030,II,1.1B,,"63(f), 63(g)",62,None,Forbidden,Forbidden,11,,,
,"Bombs, with bursting charge",1.1F,UN0033,II,1.1F,,,62,None,Forbidden,Forbidden,8,,,
,"Bombs, with bursting charge",1.1D,UN0034,II,1.1D,,,62,None,Forbidden,Forbidden,3,,,
,"Bombs, with bursting charge",1.2D,UN0035,II,1.2D,,,62,None,Forbidden,Forbidden,3,,,
,"Bombs, photo-flash",1.1F,UN0037,II,1.1F,,,62,None,Forbidden,Forbidden,8,,,
,"Bombs, photo-flash",1.1D,UN0038,II,1.1D,,,62,None,Forbidden,Forbidden,3,,,
,"Bombs, photo-flash",1.2G,UN0039,II,1.2G,,,62,None,Forbidden,Forbidden,3,,,
,"Boosters, without detonator",1.1D,UN0042,II,1.1D,,None,62,None,Forbidden,Forbidden,7,,,
,"Bursters, explosive",1.1D,UN0043,II,1.1D,,None,62,None,Forbidden,Forbidden,7,,,
,"Primers, cap type",1.4S,UN0044,II,None,,None,62,None,25 kg,100 kg,5,,,
,"Charges, demolition",1.1D,UN0048,II,1.1D,,None,62,None,Forbidden,Forbidden,3,,,
,"Cartridges, flash",1.1G,UN0049,II,1.1G,,None,62,None,Forbidden,Forbidden,7,,,
,"Cartridges, flash",1.3G,UN0050,II,1.3G,,None,62,None,Forbidden,75 kg,7,,,
,"Cartridges, signal",1.3G,UN0054,II,1.3G,,None,62,None,Forbidden,75 kg,7,,,
,"Cases, cartridge, empty with primer",1.4S,UN0055,II,1.4S,50,None,62,None,25 kg,100 kg,5,,,
,"Charges, depth",1.1D,UN0056,II,1.1D,,None,62,None,Forbidden,Forbidden,3,,,
,"Charges, shaped, without detonator",1.1D,UN0059,II,1.1D,,None,62,None,Forbidden,Forbidden,7,,,
,"Charges, supplementary explosive",1.1D,UN0060,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,"Cord, detonating, flexible",1.1D,UN0065,II,1.1D,102,63(a),62,None,Forbidden,Forbidden,7,,,
,"Cord, igniter",1.4G,UN0066,II,1.4G,,None,62,None,Forbidden,75 kg,6,,,
,"Cutters, cable, explosive",1.4S,UN0070,II,1.4S,,None,62,None,25 kg,100 kg,5,,,
,"Cyclotrimethylenetrinitramine, wetted or Cyclonite, wetted or Hexogen, wetted or RDX, wetted with not less than 15 percent water by mass",1.1D,UN0072,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,Detonators for ammunition,1.1B,UN0073,II,1.1B,,None,62,None,Forbidden,Forbidden,11,,,
,"Diazodinitrophenol, wetted with not less than 40 percent water or mixture of alcohol and water, by mass",1.1A,UN0074,II,1.1A,"111, 117",None,62,None,Forbidden,Forbidden,12,,,
,"Diethyleneglycol dinitrate, desensitized with not less than 25 percent non-volatile water-insoluble phlegmatizer, by mass",1.1D,UN0075,II,1.1D,,None,62,None,Forbidden,Forbidden,13,21E,,
,"Dinitrophenol, dry or wetted with less than 15 percent water, by mass",1.1D,UN0076,II,"1.1D, 6.1",,None,62,None,Forbidden,Forbidden,10,5E,,
,"Dinitrophenolates alkali metals, dry or wetted with less than 15 percent water, by mass",1.3C,UN0077,II,"1.3C, 6.1",,None,62,None,Forbidden,Forbidden,10,5E,,
,"Dinitroresorcinol, dry or wetted with less than 15 percent water, by mass",1.1D,UN0078,II,1.1D,,None,62,None,Forbidden,Forbidden,10,5E,,
,Hexanitrodiphenylamine or Dipicrylamine or Hexyl,1.1D,UN0079,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,"Explosive, blasting, type A",1.1D,UN0081,II,1.1D,,None,62,None,Forbidden,Forbidden,10,"19E, 21E ",,
,"Explosive, blasting, type B",1.1D,UN0082,II,1.1D,,None,62,None,Forbidden,Forbidden,10,19E,,
,"Explosive, blasting, type C",1.1D,UN0083,II,1.1D,123,None,62,None,Forbidden,Forbidden,10,22E,,
,"Explosive, blasting, type D",1.1D,UN0084,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,"Flares, surface",1.3G,UN0092,II,1.3G,,None,62,None,Forbidden,75 kg,7,,,
,"Flares, aerial",1.3G,UN0093,II,1.3G,,None,62,None,Forbidden,75 kg,7,,,
,Flash powder,1.1G,UN0094,II,1.1G,,None,62,None,Forbidden,Forbidden,15,,,
,"Fracturing devices, explosive, without detonators for oil wells",1.1D,UN0099,II,1.1D,,None,62,None,Forbidden,Forbidden,7,,,
,"Fuse, non-detonating instantaneous or quickmatch",1.3G,UN0101,II,1.3G,,None,62,None,Forbidden,Forbidden,7,,,
,Cord detonating or Fuse detonating metal clad,1.2D,UN0102,II,1.2D,,None,62,None,Forbidden,Forbidden,7,,,
,"Fuse, igniter tubular metal clad",1.4G,UN0103,II,1.4G,,None,62,None,Forbidden,75 kg,6,,,
,"Cord, detonating, mild effect or Fuse, detonating, mild effect metal clad",1.4D,UN0104,II,1.4D,,None,62,None,Forbidden,75 kg,6,,,
,"Fuse, safety",1.4S,UN0105,II,1.4S,,None,62,None,25 kg,100 kg,5,,,
,"Fuzes, detonating",1.1B,UN0106,II,1.1B,,None,62,None,Forbidden,Forbidden,11,,,
,"Fuzes, detonating",1.2B,UN0107,II,1.2B,,None,62,None,Forbidden,Forbidden,11,,,
,"Grenades, practice, hand or rifle",1.4S,UN0110,II,1.4S,,,62,None,25 kg,100 kg,5,,,
,"Guanyl nitrosaminoguanylidene hydrazine, wetted with not less than 30 percent water, by mass",1.1A,UN0113,II,1.1A,"111, 117",None,62,None,Forbidden,Forbidden,12,,,
,"Guanyl nitrosaminoguanyltetrazene, wetted or Tetrazene, wetted with not less than 30 percent water or mixture of alcohol and water, by mass",1.1A,UN0114,II,1.1A,"111, 117",None,62,None,Forbidden,Forbidden,12,,,
,"Hexolite, or Hexotol dry or wetted with less than 15 percent water, by mass",1.1D,UN0118,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,Igniters,1.1G,UN0121,II,1.1G,,None,62,None,Forbidden,Forbidden,7,,,
,"Jet perforating guns, charged oil well, without detonator",1.1D,UN0124,II,1.1D,55,None,62,None,Forbidden,Forbidden,7,,,
,"Lead azide, wetted with not less than 20 percent water or mixture of alcohol and water, by mass",1.1A,UN0129,II,1.1A,"111, 117",None,62,None,Forbidden,Forbidden,12,,,
,"Lead styphnate, wetted or Lead trinitroresorcinate, wetted with not less than 20 percent water or mixture of alcohol and water, by mass",1.1A,UN0130,II,1.1A,"111, 117",None,62,None,Forbidden,Forbidden,12,,,
,"Lighters, fuse",1.4S,UN0131,II,1.4S,,None,62,None,25 kg,100 kg,5,,,
,"Deflagrating metal salts of aromatic nitroderivatives, n.o.s.",1.3C,UN0132,II,1.3C,,None,62,None,Forbidden,Forbidden,10,5E,,
,"Mannitol hexanitrate, wetted or Nitromannite, wetted with not less than 40 percent water, or mixture of alcohol and water, by mass",1.1D,UN0133,II,1.1D,121,None,62,None,Forbidden,Forbidden,10,,,
,"Mercury fulminate, wetted with not less than 20 percent water, or mixture of alcohol and water, by mass",1.1A,UN0135,II,1.1A,"111, 117",None,62,None,Forbidden,Forbidden,12,,,
,Mines with bursting charge,1.1F,UN0136,II,1.1F,,,62,None,Forbidden,Forbidden,8,,,
,Mines with bursting charge,1.1D,UN0137,II,1.1D,,,62,None,Forbidden,Forbidden,3,,,
,Mines with bursting charge,1.2D,UN0138,II,1.2D,,,62,None,Forbidden,Forbidden,3,,,
,"Nitroglycerin, desensitized with not less than 40 percent non-volatile water insoluble phlegmatizer, by mass",1.1D,UN0143,II,"1.1D, 6.1",125,None,62,None,Forbidden,Forbidden,13,21E,,
,"Nitroglycerin, solution in alcohol, with more than 1 percent but not more than 10 percent nitrogylcerin",1.1D,UN0144,II,1.1D,,None,62,None,Forbidden,Forbidden,10,21E,,
,"Nitrostarch, dry or wetted with less than 20 percent water, by mass",1.1D,UN0146,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,Nitro urea,1.1D,UN0147,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,"Pentaerythrite tetranitrate, wetted or Pentaerythritol tetranitrate, wetted, or PETN, wetted with not less than 25 percent water, by mass, or Pentaerythrite tetranitrate, or Pentaerythritol tetranitrate or PETN, desensitized with not less than 15 percent phlegmatizer by mass",1.1D,UN0150,II,1.1D,121,None,62,None,Forbidden,Forbidden,10,,,
,"Pentolite, dry or wetted with less than 15 percent water, by mass",1.1D,UN0151,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,Trinitroaniline or Picramide,1.1D,UN0153,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,"Trinitrophenol or Picric acid, dry or wetted with less than 30 percent water, by mass",1.1D,UN0154,II,1.1D,,None,62,None,Forbidden,Forbidden,10,5E,,
,Trinitrochlorobenzene or Picryl chloride,1.1D,UN0155,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,"Powder cake, wetted or Powder paste, wetted with not less than 25 percent water, by mass",1.3C,UN0159,II,1.3C,,None,62,None,Forbidden,Forbidden,10,,,
,"Powder, smokeless",1.1C,UN0160,II,1.1C,,None,62,None,Forbidden,Forbidden,,26E,,
,"Powder, smokeless",1.3C,UN0161,II,1.3C,,None,62,None,Forbidden,Forbidden,,26E,,
,"Projectiles, with bursting charge",1.1F,UN0167,II,1.1F,,,62,None,Forbidden,Forbidden,8,,,
,"Projectiles, with bursting charge",1.1D,UN0168,II,1.1D,,,62,None,Forbidden,Forbidden,3,,,
,"Projectiles, with bursting charge",1.2D,UN0169,II,1.2D,,,62,None,Forbidden,Forbidden,3,,,
,"Ammunition, illuminating with or without burster, expelling charge or propelling charge",1.2G,UN0171,II,1.2G,,,62,None,Forbidden,Forbidden,3,,,
,"Release devices, explosive",1.4S,UN0173,II,1.4S,,None,62,None,25 kg,100 kg,5,,,
,"Rivets, explosive",1.4S,UN0174,II,1.4S,,None,62,None,25 kg,100 kg,5,,,
,"Rockets, with bursting charge",1.1F,UN0180,II,1.1F,,None,62,None,Forbidden,Forbidden,8,,,
,"Rockets, with bursting charge",1.1E,UN0181,II,1.1E,,None,62,None,Forbidden,Forbidden,3,,,
,"Rockets, with bursting charge",1.2E,UN0182,II,1.2E,,None,62,None,Forbidden,Forbidden,3,,,
,"Rockets, with inert head",1.3C,UN0183,II,1.3C,,None,62,None,Forbidden,Forbidden,3,,,
,Rocket motors,1.3C,UN0186,II,1.3C,109,None,62,None,Forbidden,220 kg,3,,,
G,"Samples, explosive, other than initiating explosives ",,UN0190,II,,113,None,62,None,Forbidden,Forbidden,14,,,
,"Signal devices, hand",1.4G,UN0191,II,1.4G,,None,62,None,Forbidden,75 kg,6,,,
,"Signals, railway track, explosive",1.1G,UN0192,II,1.1G,,None,62,None,Forbidden,Forbidden,7,,,
,"Signals, railway track, explosive",1.4S,UN0193,II,1.4S,,None,62,None,25 kg,100 kg,5,,,
,"Signals, distress, ship",1.1G,UN0194,II,1.1G,,None,62,None,Forbidden,Forbidden,7,,,
,"Signals, distress, ship",1.3G,UN0195,II,1.3G,,None,62,None,Forbidden,75 kg,7,,,
,"Signals, smoke",1.1G,UN0196,II,1.1G,,None,62,None,Forbidden,Forbidden,7,,,
,"Signals, smoke",1.4G,UN0197,II,1.4G,,None,62,None,Forbidden,75 kg,6,,,
,"Sounding devices, explosive",1.2F,UN0204,II,1.2F,,None,62,None,Forbidden,Forbidden,8,,,
,Tetranitroaniline,1.1D,UN0207,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,Trinitrophenylmethylnitramine or Tetryl,1.1D,UN0208,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,"Trinitrotoluene or TNT, dry or wetted with less than 30 percent water, by mass",1.1D,UN0209,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,Tracers for ammunition,1.3G,UN0212,II,1.3G,,None,62,None,Forbidden,Forbidden,7,,,
,Trinitroanisole,1.1D,UN0213,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,"Trinitrobenzene, dry or wetted with less than 30 percent water, by mass",1.1D,UN0214,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,"Trinitrobenzoic acid, dry or wetted with less than 30 percent water, by mass",1.1D,UN0215,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,Trinitro-meta-cresol,1.1D,UN0216,II,1.1D,,None,62,None,Forbidden,Forbidden,10,5E,,
,Trinitronaphthalene,1.1D,UN0217,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,Trinitrophenetole,1.1D,UN0218,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,"Trinitroresorcinol or Styphnic acid, dry or wetted with less than 20 percent water, or mixture of alcohol and water, by mass",1.1D,UN0219,II,1.1D,,None,62,None,Forbidden,Forbidden,10,5E,,
,"Urea nitrate, dry or wetted with less than 20 percent water, by mass",1.1D,UN0220,II,1.1D,119,None,62,None,Forbidden,Forbidden,10,,,
,"Warheads, torpedo with bursting charge",1.1D,UN0221,II,1.1D,,None,62,None,Forbidden,Forbidden,3,,,
,"Ammonium nitrate, with more than 0.2 percent combustible substances, including any organic substance calculated as carbon, to the exclusion of any other added substance",1.1D,UN0222,II,1.1D,,None,62,None,Forbidden,Forbidden,10,19E,,
,"Barium azide, dry or wetted with less than 50 percent water, by mass",1.1A,UN0224,II,"1.1A, 6.1","111, 117",None,62,None,Forbidden,Forbidden,12,,,
,Boosters with detonator,1.1B,UN0225,II,1.1B,,None,62,None,Forbidden,Forbidden,11,,,
,"Cyclotetramethylenetetranitramine, wetted or HMX, wetted or Octogen, wetted with not less than 15 percent water, by mass",1.1D,UN0226,II,1.1D,,None,62,None,Forbidden,Forbidden,10,,,
,"Sodium dinitro-o-cresolate, dry or wetted with less than 15 percent water, by mass",1.3C,UN0234,II,1.3C,,None,62,None,Forbidden,Forbidden,10,5E,,
,"Sodium picramate, dry or wetted with less than 20 percent water, by mass",1.3C,UN0235,II,1.3C,,None,62,None,Forbidden,Forbidden,10,5E,,
,"Zirconium picramate, dry or wetted with less than 20 percent water, by mass",1.3C,UN0236,II,1.3C,,None,62,None,Forbidden,Forbidden,10,5E,,
,"Charges, shaped, flexible, linear",1.4D,UN0237,II,1.4D,,None,62,None,Forbidden,75 kg,6,,,
,"Rockets, line-throwing",1.2G,UN0238,II,1.2G,,None,62,None,Forbidden,Forbidden,7,,,
,"Rockets, line-throwing",1.3G,UN0240,II,1.3G,,None,62,None,Forbidden,75 kg,7,,,
,"Explosive, blasting, type E",1.1D,UN0241,II,1.1D,,None,62,None,Forbidden,Forbidden,10,19E,,
,"Charges, propelling, for cannon",1.3C,UN0242,II,1.3C,,None,62,None,Forbidden,Forbidden,10,,,
,"Ammunition, incendiary, white phosphorus, with burster, expelling charge or propelling charge",1.2H,UN0243,II,1.2H,,,62,None,Forbidden,Forbidden,8,"8E, 14E, 15E, 17E",,
,"Ammunition, incendiary, white phosphorus, with burster, expelling charge or propelling charge",1.3H,UN0244,II,1.3H,,,62,None,Forbidden,Forbidden,8,"8E, 14E, 15E, 17E",,
